county,muni,reporting_unit_name,congressional_district,senate_district,assembly_district,brad_schimel_rep,josh_kaul_dem,terry_larson_con,scattering,race
WAUKESHA,Village of MENOMONEE FALLS,Village of MENOMONEE FALLS Ward 20,Congressional - District 5,State Senate - District 8,Assembly - District 22,681,381,15,2,attorney general
WAUKESHA,Village of MENOMONEE FALLS,Village of MENOMONEE FALLS Ward 21,Congressional - District 5,State Senate - District 8,Assembly - District 22,779,379,6,0,attorney general
WAUKESHA,Village of MENOMONEE FALLS,Village of MENOMONEE FALLS Ward 22,Congressional - District 5,State Senate - District 8,Assembly - District 22,488,266,11,0,attorney general
WAUKESHA,Village of MENOMONEE FALLS,Village of MENOMONEE FALLS Ward 23,Congressional - District 5,State Senate - District 8,Assembly - District 22,684,324,12,1,attorney general
WAUKESHA,Village of MERTON,Village of MERTON Wards 1-4,Congressional - District 5,State Senate - District 33,Assembly - District 99,1411,374,14,1,attorney general
WAUKESHA,Village of MERTON,Village of MERTON Ward 5,Congressional - District 5,State Senate - District 8,Assembly - District 22,28,8,0,0,attorney general
WAUKESHA,Village of MUKWONAGO,Village of MUKWONAGO Wards 1-10,Congressional - District 1,State Senate - District 11,Assembly - District 33,2642,1123,41,2,attorney general
WAUKESHA,Village of MUKWONAGO,Village of MUKWONAGO Ward 12,Congressional - District 1,State Senate - District 28,Assembly - District 83,0,0,0,0,attorney general
WAUKESHA,Village of NASHOTAH,Village of NASHOTAH Wards 1-3,Congressional - District 5,State Senate - District 33,Assembly - District 99,602,212,11,0,attorney general
WAUKESHA,Village of NORTH PRAIRIE,Village of NORTH PRAIRIE Wards 1-3,Congressional - District 1,State Senate - District 33,Assembly - District 99,947,274,18,2,attorney general
WAUKESHA,Village of NORTH PRAIRIE,Village of NORTH PRAIRIE Ward 4,Congressional - District 1,State Senate - District 33,Assembly - District 97,0,0,0,0,attorney general
WAUKESHA,Village of OCONOMOWOC LAKE,Village of OCONOMOWOC LAKE Ward 1,Congressional - District 5,State Senate - District 33,Assembly - District 99,276,71,4,0,attorney general
WAUKESHA,Village of PEWAUKEE,Village of PEWAUKEE Wards 1-5,Congressional - District 5,State Senate - District 33,Assembly - District 98,1587,777,30,0,attorney general
WAUKESHA,Village of PEWAUKEE,Village of PEWAUKEE Wards 6-10,Congressional - District 5,State Senate - District 33,Assembly - District 98,1088,638,31,3,attorney general
WAUKESHA,Village of SUMMIT,"Village of SUMMIT Wards 1,6",Congressional - District 5,State Senate - District 13,Assembly - District 38,692,233,9,0,attorney general
WAUKESHA,Village of SUMMIT,Village of SUMMIT Wards 2-5,Congressional - District 5,State Senate - District 33,Assembly - District 99,1258,571,27,2,attorney general
WAUKESHA,Village of SUSSEX,"Village of SUSSEX Wards 1,3",Congressional - District 5,State Senate - District 33,Assembly - District 98,991,465,19,0,attorney general
WAUKESHA,Village of SUSSEX,"Village of SUSSEX Wards 2,4",Congressional - District 5,State Senate - District 33,Assembly - District 98,1154,610,32,0,attorney general
WAUKESHA,Village of SUSSEX,"Village of SUSSEX Wards 5,8",Congressional - District 5,State Senate - District 33,Assembly - District 98,681,248,9,0,attorney general
WAUKESHA,Village of SUSSEX,Village of SUSSEX Wards 6-7,Congressional - District 5,State Senate - District 33,Assembly - District 98,1017,415,11,1,attorney general
WAUKESHA,Village of SUSSEX,Village of SUSSEX Wards 9-10,Congressional - District 5,State Senate - District 8,Assembly - District 22,34,10,0,0,attorney general
WAUKESHA,Village of WALES,Village of WALES Wards 1-5,Congressional - District 1,State Senate - District 33,Assembly - District 99,1107,513,19,0,attorney general
WAUKESHA,City of BROOKFIELD,City of BROOKFIELD Ward 1,Congressional - District 5,State Senate - District 5,Assembly - District 14,653,392,14,0,attorney general
WAUKESHA,City of BROOKFIELD,City of BROOKFIELD Ward 2,Congressional - District 5,State Senate - District 5,Assembly - District 14,716,405,7,0,attorney general
WAUKESHA,City of BROOKFIELD,City of BROOKFIELD Ward 3,Congressional - District 5,State Senate - District 5,Assembly - District 14,761,420,16,0,attorney general
WAUKESHA,City of BROOKFIELD,City of BROOKFIELD Ward 4,Congressional - District 5,State Senate - District 5,Assembly - District 14,404,255,7,0,attorney general
WAUKESHA,City of BROOKFIELD,City of BROOKFIELD Ward 5,Congressional - District 5,State Senate - District 5,Assembly - District 14,857,415,8,2,attorney general
WAUKESHA,City of BROOKFIELD,City of BROOKFIELD Ward 6,Congressional - District 5,State Senate - District 5,Assembly - District 14,498,228,7,0,attorney general
WAUKESHA,City of BROOKFIELD,City of BROOKFIELD Ward 7,Congressional - District 5,State Senate - District 5,Assembly - District 14,512,317,11,0,attorney general
WAUKESHA,City of BROOKFIELD,City of BROOKFIELD Ward 8,Congressional - District 5,State Senate - District 5,Assembly - District 14,745,470,18,0,attorney general
WAUKESHA,City of BROOKFIELD,City of BROOKFIELD Ward 9,Congressional - District 5,State Senate - District 5,Assembly - District 14,625,334,9,0,attorney general
WAUKESHA,City of BROOKFIELD,City of BROOKFIELD Ward 10,Congressional - District 5,State Senate - District 5,Assembly - District 14,698,417,10,0,attorney general
WAUKESHA,City of BROOKFIELD,City of BROOKFIELD Ward 11,Congressional - District 5,State Senate - District 5,Assembly - District 14,579,406,8,0,attorney general
WAUKESHA,City of BROOKFIELD,City of BROOKFIELD Ward 12,Congressional - District 5,State Senate - District 5,Assembly - District 14,759,374,6,0,attorney general
WAUKESHA,City of BROOKFIELD,City of BROOKFIELD Ward 13,Congressional - District 5,State Senate - District 5,Assembly - District 14,738,372,11,1,attorney general
WAUKESHA,City of BROOKFIELD,City of BROOKFIELD Ward 14,Congressional - District 5,State Senate - District 5,Assembly - District 14,541,263,7,0,attorney general
WAUKESHA,City of BROOKFIELD,City of BROOKFIELD Ward 15,Congressional - District 5,State Senate - District 5,Assembly - District 14,646,296,7,0,attorney general
WAUKESHA,City of BROOKFIELD,City of BROOKFIELD Ward 16,Congressional - District 5,State Senate - District 5,Assembly - District 14,286,125,4,0,attorney general
WAUKESHA,City of BROOKFIELD,City of BROOKFIELD Ward 17,Congressional - District 5,State Senate - District 5,Assembly - District 13,704,362,13,0,attorney general
WAUKESHA,City of BROOKFIELD,City of BROOKFIELD Ward 18,Congressional - District 5,State Senate - District 5,Assembly - District 13,558,298,6,1,attorney general
WAUKESHA,City of BROOKFIELD,City of BROOKFIELD Ward 19,Congressional - District 5,State Senate - District 5,Assembly - District 13,451,272,4,0,attorney general
WAUKESHA,City of BROOKFIELD,City of BROOKFIELD Ward 20,Congressional - District 5,State Senate - District 5,Assembly - District 13,623,398,6,1,attorney general
WAUKESHA,City of BROOKFIELD,City of BROOKFIELD Ward 21,Congressional - District 5,State Senate - District 5,Assembly - District 13,516,368,10,2,attorney general
WAUKESHA,City of BROOKFIELD,City of BROOKFIELD Ward 22,Congressional - District 5,State Senate - District 5,Assembly - District 13,615,436,14,1,attorney general
WAUKESHA,City of BROOKFIELD,City of BROOKFIELD Ward 23,Congressional - District 5,State Senate - District 5,Assembly - District 13,514,363,6,1,attorney general
WAUKESHA,City of BROOKFIELD,City of BROOKFIELD Ward 24,Congressional - District 5,State Senate - District 5,Assembly - District 13,698,440,23,0,attorney general
WAUKESHA,City of BROOKFIELD,City of BROOKFIELD Ward 25,Congressional - District 5,State Senate - District 33,Assembly - District 98,0,0,0,0,attorney general
WAUKESHA,City of DELAFIELD,City of DELAFIELD Wards 1-14,Congressional - District 5,State Senate - District 33,Assembly - District 99,2787,1323,46,0,attorney general
WAUKESHA,CITY OF MILWAUKEE,CITY OF MILWAUKEE Ward 319,Congressional - District 4,State Senate - District 8,Assembly - District 22,0,0,0,0,attorney general
WAUKESHA,City of MUSKEGO,City of MUSKEGO Wards 1-3,Congressional - District 1,State Senate - District 28,Assembly - District 83,1555,638,21,0,attorney general
WAUKESHA,City of MUSKEGO,City of MUSKEGO Wards 4-5,Congressional - District 1,State Senate - District 28,Assembly - District 83,1268,554,19,0,attorney general
WAUKESHA,City of MUSKEGO,City of MUSKEGO Wards 6-8,Congressional - District 1,State Senate - District 28,Assembly - District 83,1544,641,32,2,attorney general
WAUKESHA,City of MUSKEGO,City of MUSKEGO Wards 9-10,Congressional - District 1,State Senate - District 28,Assembly - District 83,1176,497,22,0,attorney general
WAUKESHA,City of MUSKEGO,City of MUSKEGO Wards 11-12,Congressional - District 1,State Senate - District 28,Assembly - District 83,1381,522,26,2,attorney general
WAUKESHA,City of MUSKEGO,City of MUSKEGO Wards 13-14,Congressional - District 1,State Senate - District 28,Assembly - District 83,1504,505,26,3,attorney general
WAUKESHA,City of MUSKEGO,City of MUSKEGO Wards 15-16,Congressional - District 1,State Senate - District 28,Assembly - District 83,1521,548,18,2,attorney general
WAUKESHA,City of NEW BERLIN,City of NEW BERLIN Ward 1,Congressional - District 5,State Senate - District 5,Assembly - District 15,706,405,23,2,attorney general
WAUKESHA,City of NEW BERLIN,City of NEW BERLIN Ward 2,Congressional - District 5,State Senate - District 5,Assembly - District 15,515,303,15,0,attorney general
WAUKESHA,City of NEW BERLIN,City of NEW BERLIN Ward 3,Congressional - District 5,State Senate - District 5,Assembly - District 15,735,438,14,0,attorney general
WAUKESHA,City of NEW BERLIN,City of NEW BERLIN Ward 4,Congressional - District 5,State Senate - District 5,Assembly - District 15,612,359,11,0,attorney general
WAUKESHA,City of NEW BERLIN,City of NEW BERLIN Ward 5,Congressional - District 5,State Senate - District 5,Assembly - District 15,964,562,18,3,attorney general
WAUKESHA,City of NEW BERLIN,City of NEW BERLIN Ward 6,Congressional - District 5,State Senate - District 5,Assembly - District 15,180,157,5,0,attorney general
WAUKESHA,City of NEW BERLIN,City of NEW BERLIN Ward 7,Congressional - District 5,State Senate - District 28,Assembly - District 84,83,23,0,0,attorney general
WAUKESHA,City of NEW BERLIN,City of NEW BERLIN Ward 8,Congressional - District 5,State Senate - District 5,Assembly - District 15,872,517,27,0,attorney general
WAUKESHA,City of NEW BERLIN,City of NEW BERLIN Ward 9,Congressional - District 5,State Senate - District 5,Assembly - District 15,705,463,24,0,attorney general
WAUKESHA,City of NEW BERLIN,City of NEW BERLIN Ward 10,Congressional - District 5,State Senate - District 28,Assembly - District 84,161,62,5,0,attorney general
WAUKESHA,City of NEW BERLIN,City of NEW BERLIN Ward 11,Congressional - District 5,State Senate - District 28,Assembly - District 84,410,152,1,0,attorney general
WAUKESHA,City of NEW BERLIN,City of NEW BERLIN Ward 12,Congressional - District 5,State Senate - District 28,Assembly - District 84,102,48,0,1,attorney general
WAUKESHA,City of NEW BERLIN,City of NEW BERLIN Ward 13,Congressional - District 5,State Senate - District 28,Assembly - District 84,132,56,1,0,attorney general
WAUKESHA,City of NEW BERLIN,City of NEW BERLIN Ward 14,Congressional - District 5,State Senate - District 28,Assembly - District 84,2,0,1,0,attorney general
WAUKESHA,City of NEW BERLIN,City of NEW BERLIN Ward 15,Congressional - District 1,State Senate - District 28,Assembly - District 84,703,307,14,0,attorney general
WAUKESHA,City of NEW BERLIN,City of NEW BERLIN Ward 16,Congressional - District 1,State Senate - District 28,Assembly - District 84,934,449,16,0,attorney general
WAUKESHA,City of NEW BERLIN,City of NEW BERLIN Ward 17,Congressional - District 5,State Senate - District 5,Assembly - District 15,119,60,3,0,attorney general
WAUKESHA,City of NEW BERLIN,City of NEW BERLIN Ward 18,Congressional - District 5,State Senate - District 28,Assembly - District 84,1178,659,20,1,attorney general
WAUKESHA,City of NEW BERLIN,City of NEW BERLIN Ward 19,Congressional - District 1,State Senate - District 28,Assembly - District 84,122,54,0,0,attorney general
WAUKESHA,City of NEW BERLIN,City of NEW BERLIN Ward 20,Congressional - District 5,State Senate - District 28,Assembly - District 84,224,96,3,1,attorney general
WAUKESHA,City of NEW BERLIN,City of NEW BERLIN Ward 21,Congressional - District 1,State Senate - District 28,Assembly - District 84,801,402,12,0,attorney general
WAUKESHA,City of NEW BERLIN,City of NEW BERLIN Ward 22,Congressional - District 5,State Senate - District 5,Assembly - District 15,669,449,10,1,attorney general
WAUKESHA,City of NEW BERLIN,City of NEW BERLIN Ward 23,Congressional - District 5,State Senate - District 5,Assembly - District 15,526,285,7,0,attorney general
WAUKESHA,City of NEW BERLIN,City of NEW BERLIN Ward 24,Congressional - District 5,State Senate - District 28,Assembly - District 84,994,518,12,1,attorney general
WAUKESHA,City of NEW BERLIN,City of NEW BERLIN Ward 25,Congressional - District 5,State Senate - District 5,Assembly - District 15,503,226,6,1,attorney general
WAUKESHA,City of NEW BERLIN,City of NEW BERLIN Ward 26,Congressional - District 5,State Senate - District 28,Assembly - District 84,873,286,7,0,attorney general
WAUKESHA,City of NEW BERLIN,City of NEW BERLIN Ward 27,Congressional - District 5,State Senate - District 28,Assembly - District 84,1047,504,22,1,attorney general
WAUKESHA,City of OCONOMOWOC,"City of OCONOMOWOC Wards 1-3,13-15",Congressional - District 5,State Senate - District 13,Assembly - District 38,1881,1001,19,1,attorney general
WAUKESHA,City of OCONOMOWOC,City of OCONOMOWOC Wards 4-6,Congressional - District 5,State Senate - District 13,Assembly - District 38,1458,678,28,2,attorney general
WAUKESHA,City of OCONOMOWOC,City of OCONOMOWOC Wards 7-9,Congressional - District 5,State Senate - District 13,Assembly - District 38,1326,657,24,3,attorney general
WAUKESHA,City of OCONOMOWOC,City of OCONOMOWOC Wards 10-12,Congressional - District 5,State Senate - District 13,Assembly - District 38,1319,637,28,1,attorney general
WAUKESHA,City of PEWAUKEE,City of PEWAUKEE Wards 1-4,Congressional - District 5,State Senate - District 33,Assembly - District 98,2342,885,34,2,attorney general
WAUKESHA,City of PEWAUKEE,City of PEWAUKEE Wards 5-7,Congressional - District 5,State Senate - District 33,Assembly - District 98,1953,846,29,0,attorney general
WAUKESHA,City of PEWAUKEE,City of PEWAUKEE Wards 8-10,Congressional - District 5,State Senate - District 33,Assembly - District 98,1960,830,35,0,attorney general
WAUKESHA,City of WAUKESHA,City of WAUKESHA Ward 1,Congressional - District 5,State Senate - District 33,Assembly - District 98,492,435,20,1,attorney general
WAUKESHA,City of WAUKESHA,City of WAUKESHA Ward 2,Congressional - District 5,State Senate - District 33,Assembly - District 98,594,438,9,2,attorney general
WAUKESHA,City of WAUKESHA,City of WAUKESHA Ward 3,Congressional - District 5,State Senate - District 33,Assembly - District 98,202,124,10,0,attorney general
WAUKESHA,City of WAUKESHA,City of WAUKESHA Ward 4,Congressional - District 5,State Senate - District 33,Assembly - District 98,239,204,9,0,attorney general
